Primary Key,Incident Number,Report Type,Report Type Description,Incident Status Code,Incident Status Description,Investigation Status,Incident Occurred,Incident Reported,Incident Location,ZIP,RPA,Zone,Location Code,Location Description,Offense Number,Offense NIBRS,Offense Description,Weapon Primary,Weapon Description,Victim Number,Domestic Related,Victim Type,Victim Description,Victim Gender,Victim Race,Victim Ethnicity,Victim County Resident,Latitude,Longitude,Mapped Location,grid
20180836501_11,20180836501,D,DISPATCHED,A,CLEARED BY ARREST,Closed,10/2/2018 15:00,10/2/2018 16:41,900 33RD AVE N,37209,4565,613,13,"HIGHWAY, ROAD, ALLEY",1,13A,"Assault, Aggravated - Deadly Weapon - Int/Kn",6,LETHAL/CUTTING INSTRUMENT,1,Yes,I,INDIVIDUAL (18 AND OVER),M,B,Non-Hispanic,RESIDENT,36.162,-86.826,"(36.162, -86.826)",1359
20180838806_11,20180838806,D,DISPATCHED,A,CLEARED BY ARREST,Closed,10/3/2018 9:00,10/3/2018 10:31,4200 LAURENWOOD DR,37013,8901,335,22,"RESIDENCE, HOME",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.038,-86.586,"(36.038, -86.586)",3287
20180840919_12,20180840919,S,SUSPECT,R,REFUSED TO COOPERATE,Closed,10/3/2018 23:10,10/4/2018 0:26,300 BROADWAY,37201,4093,421,3,"BAR, NIGHT CLUB",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),2,No,I,INDIVIDUAL (18 AND OVER),M,B,Non-Hispanic,,36.161,-86.776,"(36.161, -86.776)",1765
20180834561_11,20180834561,D,DISPATCHED,O,OPEN,Open,10/1/2018 22:48,10/1/2018 23:49,HAYNES PARK DR,,,,13,"HIGHWAY, ROAD, ALLEY",1,13A,AGGRAV ASSLT - NONFAMILY-WEAPON,9,PERSONAL (HANDS),1,No,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.21,-86.84,"(36.21, -86.84)",1240
20180836635_11,20180836635,D,DISPATCHED,O,OPEN,Open,10/2/2018 16:15,10/2/2018 17:51,OPRY MILLS DR,,,,55,Shopping Mall,1,13A,INTENTIONAL AGGRAVATED ASSAULT,15,OTHER,1,No,I,INDIVIDUAL (18 AND OVER),M,B,Unknown,UNKNOWN,36.2,-86.69,"(36.2, -86.69)",2507
20180839036_11,20180839036,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,10/3/2018 10:59,10/4/2018 8:06,1800 CAMPBELL RD,37072,2139,725,22,"RESIDENCE, HOME",1,13A,INTENTIONAL AGGRAVATED ASSAULT,7,CLUB,1,No,I,INDIVIDUAL (18 AND OVER),M,W,Non-Hispanic,RESIDENT,36.309,-86.772,"(36.309, -86.772)",1803
20180834644_31,20180834644,D,DISPATCHED,O,OPEN,Open,10/1/2018 23:36,10/2/2018 1:38,PARAGON MILLS RD,,,,20,"PARKING LOT, GARAGE",3,13A,INTENTIONAL AGGRAVATED ASSAULT,1,HANDGUN,1,No,I,INDIVIDUAL (18 AND OVER),M,W,Hispanic,RESIDENT,36.09,-86.72,"(36.09, -86.72)",2297
20180839949_11,20180839949,D,DISPATCHED,O,OPEN,Open,10/3/2018 16:30,10/3/2018 17:31,N GALLATIN PIKE,,,,20,"PARKING LOT, GARAGE",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,No,I,INDIVIDUAL (18 AND OVER),M,W,Non-Hispanic,RESIDENT,36.3,-86.69,"(36.3, -86.69)",2490
20180840622_11,20180840622,D,DISPATCHED,O,OPEN,Open,10/3/2018 21:09,10/3/2018 22:03,LEBANON PIKE,,,,3,"BAR, NIGHT CLUB",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,No,I,INDIVIDUAL (18 AND OVER),M,W,Non-Hispanic,NON RESIDENT,36.22,-86.58,"(36.22, -86.58)",3256
20180840175_11,20180840175,D,DISPATCHED,O,OPEN,Open,10/3/2018 16:50,10/3/2018 21:01,MCGAVOCK PIKE,,,,20,"PARKING LOT, GARAGE",1,13A,INTENTIONAL AGGRAVATED ASSAULT,1,HANDGUN,1,No,I,INDIVIDUAL (18 AND OVER),M,W,Hispanic,RESIDENT,36.1,-86.7,"(36.1, -86.7)",2469
20180834612_11,20180834612,D,DISPATCHED,O,OPEN,Open,10/1/2018 23:10,10/2/2018 0:37,ARCHWOOD DR,,,,22,"RESIDENCE, HOME",1,13A,INTENTIONAL AGGRAVATED ASSAULT,1,HANDGUN,1,No,I,INDIVIDUAL (18 AND OVER),M,B,Non-Hispanic,RESIDENT,36.27,-86.69,"(36.27, -86.69)",2495
20180836721_11,20180836721,D,DISPATCHED,A,CLEARED BY ARREST,Closed,10/2/2018 17:15,10/2/2018 20:31,1800 JEFFERSON ST,37208,5323,615,13,"HIGHWAY, ROAD, ALLEY",1,13A,"Assault, Aggravated - Deadly Weapon - Int/Kn",7,CLUB,1,No,I,INDIVIDUAL (18 AND OVER),M,B,Non-Hispanic,RESIDENT,36.169,-86.807,"(36.169, -86.807)",1524
20180835053_11,20180835053,D,DISPATCHED,A,CLEARED BY ARREST,Closed,10/2/2018 3:32,10/2/2018 4:35,3400 PERCY PRIEST DR,37214,8955,533,14,"HOTEL, MOTEL, ETC.",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,RESIDENT,36.153,-86.628,"(36.153, -86.628)",3003
20180834516_13,20180834516,S,SUSPECT,O,OPEN,Open,10/1/2018 22:00,10/1/2018 23:04,1ST AVE S,,,,13,"HIGHWAY, ROAD, ALLEY",1,13A,"Assault, 1st Responder Agg - Serious Injury - Int/Kn",8,MOTOR VEHICLE,3,No,P,POLICE OFFICER,M,B,Non-Hispanic,NON RESIDENT,36.15,-86.77,"(36.15, -86.77)",1830
20180833719_11,20180833719,D,DISPATCHED,O,OPEN,Open,10/1/2018 15:15,10/1/2018 16:10,FOUR LAKES DR,,,,90,APARTMENT,1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,RESIDENT,36.05,-86.68,"(36.05, -86.68)",2648
20180837501_11,20180837501,D,DISPATCHED,P,PROSECUTION DECLINED,Closed,10/2/2018 22:45,10/2/2018 23:59,500 5TH AVE S,37203,4039,425,90,APARTMENT,1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),M,B,Non-Hispanic,UNKNOWN,36.155,-86.775,"(36.155, -86.775)",1766
20180834314_12,20180834314,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,10/1/2018 19:56,10/1/2018 21:10,4400 CENTRAL VALLEY DR,37076,9539,523,22,"RESIDENCE, HOME",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),2,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.175,-86.586,"(36.175, -86.586)",3264
20180841630_21,20180841630,D,DISPATCHED,A,CLEARED BY ARREST,Closed,10/4/2018 7:32,10/4/2018 8:56,2500 HIGHLAND TRACE DR,37207,3047,621,22,"RESIDENCE, HOME",2,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),M,B,Non-Hispanic,RESIDENT,36.221,-86.801,"(36.221, -86.801)",1571
20180833324_11,20180833324,D,DISPATCHED,O,OPEN,Open,10/1/2018 11:00,10/1/2018 13:03,HICKORY HOLLOW LN,,,,26,SPECIALTY STORE,1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Unknown,UNKNOWN,36.05,-86.65,"(36.05, -86.65)",2873
20180833999_11,20180833999,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,10/1/2018 17:00,10/1/2018 18:04,4900 LEESA ANN LN,37076,9525,523,22,"RESIDENCE, HOME",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,RESIDENT,36.206,-86.586,"(36.206, -86.586)",3258
20180836884_11,20180836884,D,DISPATCHED,O,OPEN,Open,10/2/2018 16:00,10/2/2018 18:13,DICKERSON PIKE,,,,22,"RESIDENCE, HOME",1,13C,ASSAULT- FEAR OF BODILY INJURY,17,NONE,1,No,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,RESIDENT,36.26,-86.76,"(36.26, -86.76)",1876
20180835899_11,20180835899,S,SUSPECT,J,"JUVENILE, NO CUSTODY",Closed,10/2/2018 10:20,10/2/2018 11:28,1200 HUNTERS LN,37207,2109,725,53,School-Elementary/Secondary,1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,No,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.278,-86.754,"(36.278, -86.754)",1940
20180838354_11,20180838354,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,10/3/2018 5:34,10/3/2018 6:06,300 MANZANO RD,37115,1635,713,22,"RESIDENCE, HOME",1,13B,SIMPLE ASSLT - STRANGULATION (NO LOSS OF CONSCIOUSNESS),17,NONE,1,Yes,I,INDIVIDUAL (18 AND OVER),F,U,Unknown,,36.258,-86.683,"(36.258, -86.683)",2554
20180836392_11,20180836392,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,10/2/2018 14:00,10/2/2018 15:46,600 S 5TH ST,37206,1009,211,90,APARTMENT,1,13A,INTENTIONAL AGGRAVATED ASSAULT,6,LETHAL/CUTTING INSTRUMENT,1,Yes,I,INDIVIDUAL (18 AND OVER),M,B,Non-Hispanic,RESIDENT,36.166,-86.762,"(36.166, -86.762)",1892
20180836918_11,20180836918,D,DISPATCHED,O,OPEN,Open,10/2/2018 17:55,10/2/2018 18:27,ROSEDALE AVE,,,,22,"RESIDENCE, HOME",1,13C,ASSAULT- FEAR OF BODILY INJURY,17,NONE,1,No,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.2,-86.76,"(36.2, -86.76)",1886
20180836710_11,20180836710,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,10/2/2018 7:00,10/2/2018 18:15,1800 CAMPBELL RD,37072,2139,725,22,"RESIDENCE, HOME",1,13C,ASSAULT- FEAR OF BODILY INJURY,17,NONE,1,Yes,I,INDIVIDUAL (18 AND OVER),M,W,Non-Hispanic,RESIDENT,36.31,-86.773,"(36.31, -86.773)",1802
20180842020_11,20180842020,D,DISPATCHED,O,OPEN,Open,10/4/2018 9:00,10/4/2018 11:59,10TH AVE N,,,,13,"HIGHWAY, ROAD, ALLEY",1,13B,ASSAULT- OFFENSIVE OR PROVOCATIVE CONTACT,9,PERSONAL (HANDS),1,No,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.18,-86.8,"(36.18, -86.8)",1578
20180836838_11,20180836838,D,DISPATCHED,O,OPEN,Open,10/2/2018 17:36,10/2/2018 18:23,BROADWAY,,,,13,"HIGHWAY, ROAD, ALLEY",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,No,I,INDIVIDUAL (18 AND OVER),M,A,Non-Hispanic,RESIDENT,36.16,-86.78,"(36.16, -86.78)",1765
20180840931_11,20180840931,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,10/4/2018 0:19,10/4/2018 0:19,1400 9TH AVE N,37208,4329,617,22,"RESIDENCE, HOME",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.177,-86.796,"(36.177, -86.796)",1578
20180838317_11,20180838317,D,DISPATCHED,A,CLEARED BY ARREST,Closed,10/3/2018 5:00,10/3/2018 8:42,100 NEESE DR,37211,8401,313,90,APARTMENT,1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,RESIDENT,36.107,-86.726,"(36.107, -86.726)",2234
20180835719_11,20180835719,D,DISPATCHED,P,PROSECUTION DECLINED,Closed,10/2/2018 8:30,10/2/2018 10:14,3500 SAINDON ST,37211,8513,831,22,"RESIDENCE, HOME",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),M,W,Non-Hispanic,RESIDENT,36.099,-86.743,"(36.099, -86.743)",2105
20180839301_11,20180839301,D,DISPATCHED,A,CLEARED BY ARREST,Closed,10/3/2018 11:00,10/3/2018 0:50,3500 BROOKWAY DR,37207,2045,721,13,"HIGHWAY, ROAD, ALLEY",1,13A,ASSAULT,8,MOTOR VEHICLE,1,Yes,I,INDIVIDUAL (18 AND OVER),M,B,Non-Hispanic,RESIDENT,36.253,-86.774,"(36.253, -86.774)",1749
20180836489_11,20180836489,S,SUSPECT,J,"JUVENILE, NO CUSTODY",Closed,10/2/2018 14:52,10/2/2018 15:18,1000 9TH AVE S,37203,6807,821,53,School-Elementary/Secondary,1,13C,ASSAULT- FEAR OF BODILY INJURY,9,PERSONAL (HANDS),1,No,I,INDIVIDUAL (18 AND OVER),M,B,Non-Hispanic,NON RESIDENT,36.143,-86.781,"(36.143, -86.781)",1705
20180833749_11,20180833749,W,WITNESS,O,OPEN,Open,9/28/2018 22:35,10/2/2018 9:01,MCCALL ST,,,,13,"HIGHWAY, ROAD, ALLEY",1,13A,INTENTIONAL AGGRAVATED ASSAULT,1,HANDGUN,1,No,I,INDIVIDUAL (18 AND OVER),F,A,Non-Hispanic,RESIDENT,36.1,-86.73,"(36.1, -86.73)",2236
20180837557_11,20180837557,D,DISPATCHED,A,CLEARED BY ARREST,Closed,10/1/2018 19:00,10/3/2018 2:10,1000 RIVERGATE PKWY,37072,,,55,Shopping Mall,1,13B,ASSAULT- OFFENSIVE OR PROVOCATIVE CONTACT,9,PERSONAL (HANDS),1,No,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.301,-86.699,"(36.301, -86.699)",2434
20180837278_11,20180837278,D,DISPATCHED,O,OPEN,Open,10/2/2018 17:00,10/2/2018 21:23,BELL RD,,,,13,"HIGHWAY, ROAD, ALLEY",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.05,-86.66,"(36.05, -86.66)",2761
20180840164_11,20180840164,D,DISPATCHED,O,OPEN,Open,10/2/2018 10:34,10/3/2018 18:38,MCKINNEY AVE,,,,22,"RESIDENCE, HOME",1,13C,ASSAULT- FEAR OF BODILY INJURY,17,NONE,1,No,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.19,-86.81,"(36.19, -86.81)",1464
20180841134_11,20180841134,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,10/4/2018 1:00,10/4/2018 2:15,2700 MURFREESBORO PIKE,37013,8979,335,14,"HOTEL, MOTEL, ETC.",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,RESIDENT,36.071,-86.635,"(36.071, -86.635)",2969
20180833280_11,20180833280,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,10/1/2018 6:00,10/1/2018 0:03,1000 DR D B TODD JR BLVD,37208,,,27,"UNIVERSITY, COLLEGE CAMPUS",1,13A,"Assault, Agg - Serious Bodily Injury- Int/Kn- Acting in Concert",7,CLUB,1,No,I,INDIVIDUAL (18 AND OVER),M,W,Non-Hispanic,RESIDENT,36.167,-86.806,"(36.167, -86.806)",1524
20180835634_31,20180835634,D,DISPATCHED,A,CLEARED BY ARREST,Closed,10/2/2018 8:40,10/2/2018 0:03,600 BELL RD,37013,8865,333,90,APARTMENT,3,13B,ASSAULT- OFFENSIVE OR PROVOCATIVE CONTACT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.061,-86.639,"(36.061, -86.639)",2921
20180834612_12,20180834612,D,DISPATCHED,O,OPEN,Open,10/1/2018 23:10,10/2/2018 0:37,ARCHWOOD DR,,,,22,"RESIDENCE, HOME",1,13A,INTENTIONAL AGGRAVATED ASSAULT,1,HANDGUN,2,No,I,INDIVIDUAL (18 AND OVER),M,B,Non-Hispanic,RESIDENT,36.27,-86.69,"(36.27, -86.69)",2495
20180835192_12,20180835192,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,10/2/2018 4:43,10/2/2018 5:55,900 MAIN ST,37206,1131,213,22,"RESIDENCE, HOME",1,13B,ASSAULT- OFFENSIVE OR PROVOCATIVE CONTACT,9,PERSONAL (HANDS),2,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,RESIDENT,36.176,-86.756,"(36.176, -86.756)",1958
20180841788_11,20180841788,S,SUSPECT,A,CLEARED BY ARREST,Closed,10/4/2018 8:30,10/4/2018 8:58,400 WALTON LN,37216,1899,225,53,School-Elementary/Secondary,1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,No,I,INDIVIDUAL (18 AND OVER),M,B,Non-Hispanic,RESIDENT,36.232,-86.75,"(36.232, -86.75)",2015
20180836871_22,20180836871,D,DISPATCHED,A,CLEARED BY ARREST,Closed,10/2/2018 17:40,10/2/2018 19:31,2000 N GALLATIN PIKE,37115,1731,727,8,"DEPARTMENT, DISCOUNT STORE",2,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),2,No,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,RESIDENT,36.301,-86.695,"(36.301, -86.695)",2434
20180841903_11,20180841903,D,DISPATCHED,O,OPEN,Open,10/4/2018 9:25,10/4/2018 10:05,MURFREESBORO PIKE,,,,41,Auto Dealership New/Used,1,13A,INTENTIONAL AGGRAVATED ASSAULT,8,MOTOR VEHICLE,1,No,I,INDIVIDUAL (18 AND OVER),M,W,Non-Hispanic,RESIDENT,36.15,-86.76,"(36.15, -86.76)",1895
20180838042_11,20180838042,D,DISPATCHED,O,OPEN,Open,10/3/2018 0:00,10/3/2018 3:26,BROADWAY,,,,3,"BAR, NIGHT CLUB",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,No,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,NON RESIDENT,36.16,-86.78,"(36.16, -86.78)",1765
20180838573_11,20180838573,S,SUSPECT,O,OPEN,Open,10/3/2018 7:05,10/3/2018 7:53,DICKERSON PIKE,,,,25,"SERVICE, GAS STATION",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,No,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.23,-86.76,"(36.23, -86.76)",1881
20180834157_11,20180834157,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,10/1/2018 18:27,10/1/2018 19:18,700 VANDERHORST DR,37207,3043,623,22,"RESIDENCE, HOME",1,13C,ASSAULT- FEAR OF BODILY INJURY,17,NONE,1,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.218,-86.81,"(36.218, -86.81)",1459
20180834787_22,20180834787,D,DISPATCHED,A,CLEARED BY ARREST,Closed,10/2/2018 1:19,10/2/2018 3:10,600 DEW ST,37206,1021,211,22,"RESIDENCE, HOME",2,13C,ASSAULT- FEAR OF BODILY INJURY,17,NONE,2,No,I,INDIVIDUAL (18 AND OVER),M,B,Non-Hispanic,RESIDENT,36.165,-86.757,"(36.165, -86.757)",1959
20180833299_11,20180833299,W,WITNESS,O,OPEN,Open,8/4/2018 4:30,10/1/2018 15:40,WEST END AVE,,,,14,"HOTEL, MOTEL, ETC.",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,RESIDENT,36.15,-86.79,"(36.15, -86.79)",1642
20180837068_11,20180837068,D,DISPATCHED,O,OPEN,Open,10/2/2018 19:00,10/2/2018 19:30,WEST END AVE,,,,19,PARK,1,13B,SIMPLE ASSLT,16,Unarmed,1,No,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,RESIDENT,36.15,-86.81,"(36.15, -86.81)",1471
20180837022_11,20180837022,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,10/2/2018 18:51,10/2/2018 19:58,1700 STATE ST,37203,5505,813,13,"HIGHWAY, ROAD, ALLEY",1,13C,ASSAULT- FEAR OF BODILY INJURY,16,Unarmed,1,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,RESIDENT,36.157,-86.797,"(36.157, -86.797)",1582
20180836884_12,20180836884,D,DISPATCHED,O,OPEN,Open,10/2/2018 16:00,10/2/2018 18:13,DICKERSON PIKE,,,,22,"RESIDENCE, HOME",1,13C,ASSAULT- FEAR OF BODILY INJURY,17,NONE,2,No,I,INDIVIDUAL (18 AND OVER),M,W,Non-Hispanic,RESIDENT,36.26,-86.76,"(36.26, -86.76)",1876
20180839978_11,20180839978,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,10/3/2018 16:30,10/3/2018 17:56,200 TUSCULUM RD,37013,8717,331,22,"RESIDENCE, HOME",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,RESIDENT,36.057,-86.7,"(36.057, -86.7)",2476
20180834646_11,20180834646,D,DISPATCHED,O,OPEN,Open,10/1/2018 22:30,10/2/2018 0:07,MCMURRAY DR,,,,90,APARTMENT,1,13A,"Assault, Aggravated - Strangulation - Int/Kn",9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Hispanic,RESIDENT,36.05,-86.73,"(36.05, -86.73)",2244
20180840535_11,20180840535,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,10/3/2018 20:16,10/3/2018 20:40,1400 DICKERSON PIKE,37207,1865,223,14,"HOTEL, MOTEL, ETC.",1,13B,SIMPLE ASSLT - STRANGULATION (NO LOSS OF CONSCIOUSNESS),9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.199,-86.77,"(36.199, -86.77)",1822
20180842201_11,20180842201,D,DISPATCHED,O,OPEN,Open,10/3/2018 13:00,10/4/2018 13:06,NOLENSVILLE PIKE,,,,20,"PARKING LOT, GARAGE",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,No,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,NON RESIDENT,36.09,-86.74,"(36.09, -86.74)",2106
20180834453_11,20180834453,S,SUSPECT,O,OPEN,Open,10/1/2018 19:30,10/1/2018 22:23,E WEBSTER ST,,,,13,"HIGHWAY, ROAD, ALLEY",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,No,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.25,-86.72,"(36.25, -86.72)",2270
20180837520_11,20180837520,D,DISPATCHED,O,OPEN,Open,10/2/2018 21:30,10/2/2018 23:27,FOREST VIEW DR,,,,13,"HIGHWAY, ROAD, ALLEY",1,13A,AGGRAV ASSLT - NONFAMILY-GUN,1,HANDGUN,1,No,I,INDIVIDUAL (18 AND OVER),M,W,Unknown,RESIDENT,36.07,-86.63,"(36.07, -86.63)",2969
20180842442_11,20180842442,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,10/3/2018 21:00,10/4/2018 14:21,300 BELLE VALLEY DR,37209,4815,125,90,APARTMENT,1,13B,ASSAULT- OFFENSIVE OR PROVOCATIVE CONTACT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.103,-86.925,"(36.103, -86.925)",561
20180840996_11,20180840996,D,DISPATCHED,A,CLEARED BY ARREST,Closed,10/4/2018 0:08,10/4/2018 2:12,2000 ROSA L PARKS BLVD,37228,4445,611,14,"HOTEL, MOTEL, ETC.",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),M,W,Non-Hispanic,NON RESIDENT,36.188,-86.799,"(36.188, -86.799)",1576
20180833383_11,20180833383,D,DISPATCHED,A,CLEARED BY ARREST,Closed,10/1/2018 11:45,10/1/2018 13:31,700 OLD HICKORY BLVD,37221,4711,123,44,Daycare Facility,1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,NON RESIDENT,36.087,-86.937,"(36.087, -86.937)",515
20180834346_11,20180834346,D,DISPATCHED,O,OPEN,Open,10/1/2018 18:30,10/1/2018 20:57,BRENTRIDGE DR,,,,90,APARTMENT,1,13B,SIMPLE ASSLT,16,Unarmed,1,No,I,INDIVIDUAL (18 AND OVER),F,B,Unknown,RESIDENT,36.05,-86.68,"(36.05, -86.68)",2648
20180839267_21,20180839267,D,DISPATCHED,O,OPEN,Open,10/3/2018 0:15,10/3/2018 0:41,ANNEX AVE,,,,13,"HIGHWAY, ROAD, ALLEY",2,13A,INTENTIONAL AGGRAVATED ASSAULT,8,MOTOR VEHICLE,1,No,I,INDIVIDUAL (18 AND OVER),M,W,Non-Hispanic,RESIDENT,36.16,-86.88,"(36.16, -86.88)",957
20180837049_11,20180837049,D,DISPATCHED,O,OPEN,Open,10/2/2018 19:01,10/2/2018 19:32,GREEN HILLS VILLAGE DR,,,,23,RESTAURANT,1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,No,I,INDIVIDUAL (18 AND OVER),F,W,Unknown,RESIDENT,36.11,-86.81,"(36.11, -86.81)",1478
20180839835_11,20180839835,D,DISPATCHED,A,CLEARED BY ARREST,Closed,10/3/2018 15:51,10/3/2018 18:46,500 RIVER ROUGE DR,37209,4675,123,22,"RESIDENCE, HOME",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),M,B,Non-Hispanic,RESIDENT,36.148,-86.882,"(36.148, -86.882)",900
20180841835_11,20180841835,D,DISPATCHED,A,CLEARED BY ARREST,Closed,10/4/2018 8:30,10/4/2018 9:33,6500 THUNDERBIRD DR,37209,4675,123,22,"RESIDENCE, HOME",1,13A,ASSAULT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Unknown,RESIDENT,36.144,-86.883,"(36.144, -86.883)",901
20180839765_11,20180839765,D,DISPATCHED,O,OPEN,Open,10/3/2018 15:10,10/3/2018 16:07,OLD HICKORY BLVD,,,,5,"COMMERCIAL, OFFICE BUILDING",1,13B,SIMPLE ASSLT,15,OTHER,1,No,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,RESIDENT,36.07,-86.92,"(36.07, -86.92)",618
20180840942_11,20180840942,D,DISPATCHED,A,CLEARED BY ARREST,Closed,10/3/2018 22:39,10/4/2018 0:41,3500 MCGAVOCK PIKE,37217,8833,315,22,"RESIDENCE, HOME",1,13A,INTENTIONAL AGGRAVATED ASSAULT,15,OTHER,1,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Hispanic,RESIDENT,36.107,-86.704,"(36.107, -86.704)",2410
20180837531_11,20180837531,D,DISPATCHED,A,CLEARED BY ARREST,Closed,10/2/2018 22:50,10/2/2018 23:37,500 S 8TH ST,37206,1023,211,22,"RESIDENCE, HOME",1,13A,ASSAULT,9,PERSONAL (HANDS),1,No,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.17,-86.756,"(36.17, -86.756)",1959
